"","strFrom","strTo","freq"
"183","Rc.Hdof.E.Mk.One","Pk_Hdof.Rc",0
"184","Rc.Hdof.E.Mk.One","Post",0
"185","Rc.Hdof.E.Mk.One","Rc.Hdof.E.Mk.One",0
"186","Rc.Hdof.E.Mk.One","Spotup",0
"187","Rc.Hdof.E.Mk.One","turnover",0
"188","Rc.Pk.E.Mk.Hdof","field_goal",0
"189","Rc.Pk.E.Mk.Hdof","Hdoff",0
"190","Rc.Pk.E.Mk.Hdof","None",0
"191","Rc.Pk.E.Mk.Hdof","Pick",0
"192","Rc.Pk.E.Mk.Hdof","Pk_Hdof.Rc",0
"193","Rc.Pk.E.Mk.Hdof","Post",0
"194","Rc.Pk.E.Mk.Hdof","Rc.Hdof.E.Mk.One",0
"195","Rc.Scr.E.Mk.Hdof","field_goal",0
"196","Rc.Scr.E.Mk.Hdof","foul",0
"197","Rc.Scr.E.Mk.Hdof","None",0
"198","Rc.Scr.E.Mk.Hdof","Pick",0
"199","Rc.Scr.E.Mk.Hdof","Pk_Hdof.Rc",2
"200","Rc.Scr.E.Mk.Hdof","Pk_Scr.Rc",1
"201","Rc.Scr.E.Mk.Hdof","Stg.Scr",1
"202","Rc.Scr.E.Mk.Hdof","turnover",0
"203","Rc.Scr.E.MkOne","1on1",1
"204","Rc.Scr.E.MkOne","field_goal",0
"205","Rc.Scr.E.MkOne","foul",1
"206","Rc.Scr.E.MkOne","Hdoff",0
"207","Rc.Scr.E.MkOne","Pick",2
"208","Rc.Scr.E.MkOne","Pick_Screener",0
"209","Rc.Scr.E.MkOne","Post",2
"210","Rc.Scr.E.MkOne","Rc.Scr.E.MkOne",0
"211","Rc.Scr.E.MkOne","Scr_Scrner",0
"212","Rc.Scr.E.MkOne","Scr.E.Pk_SamePl",0
"213","Rc.Scr.E.MkOne","Screen",0
"214","Rc.Scr.E.MkOne","Stg.Scr",1
"215","Rc.Scr.E.Pk","1on1",5
"216","Rc.Scr.E.Pk","Cut",0
"217","Rc.Scr.E.Pk","Dime in",1
"218","Rc.Scr.E.Pk","field_goal",5
"219","Rc.Scr.E.Pk","foul",1
"220","Rc.Scr.E.Pk","Hdoff",0
"221","Rc.Scr.E.Pk","None",0
"222","Rc.Scr.E.Pk","Pick",7
"223","Rc.Scr.E.Pk","Pk.E.Scr",0
"224","Rc.Scr.E.Pk","Post",3
"225","Rc.Scr.E.Pk","Rc.Scr.E.MkOne",0
"226","Rc.Scr.E.Pk","Re-Pick",2
"227","Rc.Scr.E.Pk","Scr_Pker",10
"228","Rc.Scr.E.Pk","Scr_Scrner",0
"229","Rc.Scr.E.Pk","Scr.E.Pk",1
"230","Rc.Scr.E.Pk","Screen",2
"231","Rc.Scr.E.Pk","Spotup",3
"232","Rc.Scr.E.Pk","Stg.Pk",8
"233","Rc.Scr.E.Pk","turnover",3
"234","Re-Pick","1on1",0
"235","Re-Pick","Cut",0
"236","Re-Pick","Dime in",0
"237","Re-Pick","field_goal",5
"238","Re-Pick","foul",1
"239","Re-Pick","Hdoff",0
"240","Re-Pick","Pick",2
"241","Re-Pick","Pk.E.Scr",0
"242","Re-Pick","Post",0
"243","Re-Pick","Re-Pick",0
"244","Re-Pick","Screen",0
"245","Re-Pick","Spotup",2
"246","Re-Pick","Stg.Pk",1
"247","Re-Pick","turnover",1
"248","Re-Screen","1on1",0
"249","Re-Screen","field_goal",0
"250","Re-Screen","foul",0
"251","Re-Screen","Hdof_Scr.Rc",0
"252","Re-Screen","Hdoff",0
"253","Re-Screen","Pick",0
"254","Re-Screen","Post",1
"255","Re-Screen","Scr.E.Pk",0
"256","Re-Screen","Scr.E.Pk_SamePl",0
"257","Re-Screen","Spotup",0
"258","Re-Screen","Stg.Scr",1
"259","Re-Screen","turnover",0
"260","Scr_Hdof.Mk","Pick",0
"261","Scr_Hdof.Mk","Pk_Hdof.Rc",0
"262","Scr_Hdof.Mk","Screen",0
"263","Scr_Hdof.Mk","Stg.Scr",0
"264","Scr_Pker","1on1",5
"265","Scr_Pker","field_goal",6
"266","Scr_Pker","foul",3
"267","Scr_Pker","Hdof/Post",0
"268","Scr_Pker","Pick",1
"269","Scr_Pker","Post",0
"270","Scr_Pker","Rc.Scr.E.Mk.Hdof",0
"271","Scr_Pker","Rc.Scr.E.Pk",1
"272","Scr_Pker","Scr_Scrner",0
"273","Scr_Pker","Scr.E.Pk",3
"274","Scr_Pker","Screen",3
"275","Scr_Pker","Spotup",2
"276","Scr_Pker","Stg.Scr",1
"277","Scr_Scrner","1on1",3
"278","Scr_Scrner","Cut",0
"279","Scr_Scrner","Dime in",0
"280","Scr_Scrner","field_goal",1
"281","Scr_Scrner","foul",0
"282","Scr_Scrner","Hdoff",0
"283","Scr_Scrner","None",0
"284","Scr_Scrner","Pick",4
"285","Scr_Scrner","Post",2
"286","Scr_Scrner","Rc.Scr.E.MkOne",0
"287","Scr_Scrner","Rc.Scr.E.Pk",0
"288","Scr_Scrner","Scr_Scrner",0
"289","Scr_Scrner","Scr.E.Pk",0
"290","Scr_Scrner","Scr.E.Pk_SamePl",1
"291","Scr_Scrner","Screen",2
"292","Scr_Scrner","Seq.Scr.Mk",0
"293","Scr_Scrner","Spotup",0
"294","Scr_Scrner","Stg.Scr",1
"295","Scr_Scrner","turnover",1
"296","Scr.E.Hdof","Cut",0
"297","Scr.E.Hdof","field_goal",0
"298","Scr.E.Hdof","Screen",0
"299","Scr.E.Hdof","Spotup",0
"300","Scr.E.Pk","1on1",2
"301","Scr.E.Pk","Cut",0
"302","Scr.E.Pk","Dime in",0
"303","Scr.E.Pk","field_goal",4
"304","Scr.E.Pk","foul",1
"305","Scr.E.Pk","Hdof_Scr.Rc",0
"306","Scr.E.Pk","Hdoff",0
"307","Scr.E.Pk","Pick",2
"308","Scr.E.Pk","Post",0
"309","Scr.E.Pk","Re-Pick",0
"310","Scr.E.Pk","Scr.E.Pk_SamePl",0
"311","Scr.E.Pk","Screen",3
"312","Scr.E.Pk","Spotup",2
"313","Scr.E.Pk","Stg.Pk",1
"314","Scr.E.Pk","Stg.Scr",0
"315","Scr.E.Pk","turnover",3
"316","Scr.E.Pk_SamePl","1on1",0
"317","Scr.E.Pk_SamePl","Cut",0
"318","Scr.E.Pk_SamePl","Dime in",0
"319","Scr.E.Pk_SamePl","field_goal",2
"320","Scr.E.Pk_SamePl","foul",1
"321","Scr.E.Pk_SamePl","Hdoff",0
"322","Scr.E.Pk_SamePl","None",0
"323","Scr.E.Pk_SamePl","Pick",0
"324","Scr.E.Pk_SamePl","Post",0
"325","Scr.E.Pk_SamePl","Rc.Pk.E.Mk.Hdof",0
"326","Scr.E.Pk_SamePl","Re-Pick",0
"327","Scr.E.Pk_SamePl","Screen",0
"328","Scr.E.Pk_SamePl","Seq.Scr.Mk",0
"329","Scr.E.Pk_SamePl","Spotup",1
"330","Scr.E.Pk_SamePl","Stg.Pk",0
"331","Scr.E.Pk_SamePl","turnover",0
"332","Screen","1on1",24
"333","Screen","Cut",2
"334","Screen","Dime in",0
"335","Screen","field_goal",21
"336","Screen","foul",7
"337","Screen","Hdof F Post",0
"338","Screen","Hdof_Scr.Rc",5
"339","Screen","Hdof_Scrner",0
"340","Screen","Hdoff",5
"341","Screen","Hdoff.E.Re-Pick",1
"342","Screen","None",0
"343","Screen","Pick",41
"344","Screen","Pick_Screener",0
"345","Screen","Pk_Hdof.Rc",0
"346","Screen","Pk_Scr.Rc",1
"347","Screen","Post",9
"348","Screen","Rc.Hdof.E.Mk.One",0
"349","Screen","Rc.Scr.E.Mk.Hdof",4
"350","Screen","Rc.Scr.E.MkOne",7
"351","Screen","Rc.Scr.E.Pk",43
"352","Screen","Re-Screen",2
"353","Screen","Scr_Pker",1
"354","Screen","Scr_Scrner",14
"355","Screen","Scr.E.Hdof",0
"356","Screen","Scr.E.Pk",12
"357","Screen","Scr.E.Pk_SamePl",2
"358","Screen","Screen",48
"359","Screen","Seq.Scr.Mk",6
"360","Screen","Spotup",8
"361","Screen","Stg.Pk",1
"362","Screen","Stg.Scr",64
"363","Screen","turnover",8
"364","Seq.Scr.Mk","1on1",0
"365","Seq.Scr.Mk","field_goal",1
"366","Seq.Scr.Mk","foul",0
"367","Seq.Scr.Mk","Hdof_Scr.Rc",0
"368","Seq.Scr.Mk","Hdof_Scrner",0
"369","Seq.Scr.Mk","Hdoff",0
"370","Seq.Scr.Mk","Pick",2
"371","Seq.Scr.Mk","Post",0
"372","Seq.Scr.Mk","Rc.Scr.E.MkOne",0
"373","Seq.Scr.Mk","Rc.Scr.E.Pk",4
"374","Seq.Scr.Mk","Scr_Scrner",0
"375","Seq.Scr.Mk","Scr.E.Pk",0
"376","Seq.Scr.Mk","Scr.E.Pk_SamePl",0
"377","Seq.Scr.Mk","Screen",0
"378","Seq.Scr.Mk","Seq.Scr.Mk",0
"379","Seq.Scr.Mk","Spotup",0
"380","Seq.Scr.Mk","Stg.Pk",0
"381","Seq.Scr.Mk","Stg.Scr",1
"382","Seq.Scr.Mk","turnover",0
"383","Spotup","1on1",0
"384","Spotup","Cut",3
"385","Spotup","Dime in",6
"386","Spotup","field_goal",124
"387","Spotup","foul",10
"388","Spotup","Pick",3
"389","Spotup","Post",2
"390","Spotup","Screen",1
"391","Spotup","Spotup",51
"392","Spotup","turnover",22
"393","Stg.Pk","1on1",1
"394","Stg.Pk","Cut",0
"395","Stg.Pk","Dime in",0
"396","Stg.Pk","field_goal",8
"397","Stg.Pk","foul",2
"398","Stg.Pk","Hdoff",1
"399","Stg.Pk","None",0
"400","Stg.Pk","Pick",4
"401","Stg.Pk","Pk_Scr.Rc",0
"402","Stg.Pk","Pk.E.Scr",0
"403","Stg.Pk","Post",1
"404","Stg.Pk","Rc.Hdof.E.Mk.One",0
"405","Stg.Pk","Re-Pick",0
"406","Stg.Pk","Scr_Hdof.Mk",0
"407","Stg.Pk","Scr_Pker",0
"408","Stg.Pk","Scr.E.Pk",0
"409","Stg.Pk","Screen",0
"410","Stg.Pk","Spotup",7
"411","Stg.Pk","Stg.Pk",0
"412","Stg.Pk","turnover",0
"413","Stg.Scr","1on1",8
"414","Stg.Scr","Cut",1
"415","Stg.Scr","Dime in",1
"416","Stg.Scr","field_goal",12
"417","Stg.Scr","foul",3
"418","Stg.Scr","Hdof_Scr.Rc",0
"419","Stg.Scr","Hdof/Post",0
"420","Stg.Scr","Hdoff",0
"421","Stg.Scr","None",0
"422","Stg.Scr","Pick",16
"423","Stg.Scr","Pk_Scr.Rc",0
"424","Stg.Scr","Pk.E.Scr",0
"425","Stg.Scr","Post",5
"426","Stg.Scr","Rc.Scr.E.MkOne",0
"427","Stg.Scr","Rc.Scr.E.Pk",3
"428","Stg.Scr","Re-Screen",0
"429","Stg.Scr","Scr_Pker",0
"430","Stg.Scr","Scr_Scrner",1
"431","Stg.Scr","Scr.E.Hdof",0
"432","Stg.Scr","Scr.E.Pk",2
"433","Stg.Scr","Scr.E.Pk_SamePl",1
"434","Stg.Scr","Screen",9
"435","Stg.Scr","Seq.Scr.Mk",2
"436","Stg.Scr","Spotup",2
"437","Stg.Scr","Stg.Scr",6
"438","Stg.Scr","turnover",4
