idPartida;listedMatch0;matchLevel0;id0;name0;nickname0;number0;type0;listedMatch1;matchLevel1;id1;name1;nickname1;number1;type1;listedMatch2;matchLevel2;id2;name2;nickname2;number2;type2
2247;;;;;;;;;;;;;;;;;;;;;;
569;1;1;19;Cristiano Jesus Maranho;;0;;1;2;54;Gregory Gracia;;0;;1;3;99;Davi Geovani De Souza;;;;
572;1;1;22;Jacob Cassimiro Barreto;;0;;1;2;65;Maria Claudia Comodaro Moraes;;0;;1;3;74;Juliana Roveri;;0;;
573;1;1;28;Marcos Antonio De Matos Ferreira;;0;;1;2;6;Andreia Regina Da Silva;;0;;1;3;92;Cauan Santos;;0;;
575;;;;;;;;;;;;;;;;;;;;;;
577;;;;;;;;;;;;;;;;;;;;;;
578;1;1;6;Andreia Regina Da Silva;;0;;1;2;65;Maria Claudia Comodaro Moraes;;0;;1;3;74;Juliana Roveri;;0;;
2209;;;;;;;;;;;;;;;;;;;;;;
2218;;;;;;;;;;;;;;;;;;;;;;
2230;;;;;;;;;;;;;;;;;;;;;;
2239;;;;;;;;;;;;;;;;;;;;;;
2240;;;;;;;;;;;;;;;;;;;;;;
2247;;;;;;;;;;;;;;;;;;;;;;
2327;;;;;;;;;;;;;;;;;;;;;;
2344;;;;;;;;;;;;;;;;;;;;;;
2349;;;;;;;;;;;;;;;;;;;;;;
2350;;;;;;;;;;;;;;;;;;;;;;
2351;;;;;;;;;;;;;;;;;;;;;;
2352;;;;;;;;;;;;;;;;;;;;;;
2353;;;;;;;;;;;;;;;;;;;;;;
2354;;;;;;;;;;;;;;;;;;;;;;
2355;;;;;;;;;;;;;;;;;;;;;;
2356;;;;;;;;;;;;;;;;;;;;;;
2357;;;;;;;;;;;;;;;;;;;;;;
2358;;;;;;;;;;;;;;;;;;;;;;
2359;;;;;;;;;;;;;;;;;;;;;;
2360;;;;;;;;;;;;;;;;;;;;;;
2361;;;;;;;;;;;;;;;;;;;;;;
2362;;;;;;;;;;;;;;;;;;;;;;
2363;;;;;;;;;;;;;;;;;;;;;;
2364;;;;;;;;;;;;;;;;;;;;;;
2365;;;;;;;;;;;;;;;;;;;;;;
2366;;;;;;;;;;;;;;;;;;;;;;
2367;;;;;;;;;;;;;;;;;;;;;;
2368;;;;;;;;;;;;;;;;;;;;;;
2369;;;;;;;;;;;;;;;;;;;;;;
2370;;;;;;;;;;;;;;;;;;;;;;
2371;;;;;;;;;;;;;;;;;;;;;;
2372;;;;;;;;;;;;;;;;;;;;;;
2373;;;;;;;;;;;;;;;;;;;;;;
2374;;;;;;;;;;;;;;;;;;;;;;
2375;;;;;;;;;;;;;;;;;;;;;;
2376;;;;;;;;;;;;;;;;;;;;;;
2377;;;;;;;;;;;;;;;;;;;;;;
2378;;;;;;;;;;;;;;;;;;;;;;
2379;;;;;;;;;;;;;;;;;;;;;;
2380;;;;;;;;;;;;;;;;;;;;;;
2381;;;;;;;;;;;;;;;;;;;;;;
2382;;;;;;;;;;;;;;;;;;;;;;
2383;;;;;;;;;;;;;;;;;;;;;;
2384;;;;;;;;;;;;;;;;;;;;;;
2385;;;;;;;;;;;;;;;;;;;;;;
2386;;;;;;;;;;;;;;;;;;;;;;
2387;;;;;;;;;;;;;;;;;;;;;;
2388;;;;;;;;;;;;;;;;;;;;;;
2389;;;;;;;;;;;;;;;;;;;;;;
2390;;;;;;;;;;;;;;;;;;;;;;
2391;;;;;;;;;;;;;;;;;;;;;;
2392;;;;;;;;;;;;;;;;;;;;;;
2393;;;;;;;;;;;;;;;;;;;;;;
2394;;;;;;;;;;;;;;;;;;;;;;
2395;;;;;;;;;;;;;;;;;;;;;;
2396;;;;;;;;;;;;;;;;;;;;;;
2397;;;;;;;;;;;;;;;;;;;;;;
2398;;;;;;;;;;;;;;;;;;;;;;
2399;;;;;;;;;;;;;;;;;;;;;;
2400;;;;;;;;;;;;;;;;;;;;;;
2401;;;;;;;;;;;;;;;;;;;;;;
2402;;;;;;;;;;;;;;;;;;;;;;
2403;;;;;;;;;;;;;;;;;;;;;;
2404;;;;;;;;;;;;;;;;;;;;;;
2405;;;;;;;;;;;;;;;;;;;;;;
2406;;;;;;;;;;;;;;;;;;;;;;
2407;;;;;;;;;;;;;;;;;;;;;;
2408;;;;;;;;;;;;;;;;;;;;;;
2409;;;;;;;;;;;;;;;;;;;;;;
2410;;;;;;;;;;;;;;;;;;;;;;
2411;;;;;;;;;;;;;;;;;;;;;;
2412;;;;;;;;;;;;;;;;;;;;;;
2413;;;;;;;;;;;;;;;;;;;;;;
2414;;;;;;;;;;;;;;;;;;;;;;
2415;;;;;;;;;;;;;;;;;;;;;;
2416;;;;;;;;;;;;;;;;;;;;;;
2417;;;;;;;;;;;;;;;;;;;;;;
2418;;;;;;;;;;;;;;;;;;;;;;
2420;;;;;;;;;;;;;;;;;;;;;;
2421;;;;;;;;;;;;;;;;;;;;;;
2422;;;;;;;;;;;;;;;;;;;;;;
2423;;;;;;;;;;;;;;;;;;;;;;
2424;;;;;;;;;;;;;;;;;;;;;;
2425;;;;;;;;;;;;;;;;;;;;;;
2426;;;;;;;;;;;;;;;;;;;;;;
2427;;;;;;;;;;;;;;;;;;;;;;
2428;;;;;;;;;;;;;;;;;;;;;;
2429;;;;;;;;;;;;;;;;;;;;;;
2430;;;;;;;;;;;;;;;;;;;;;;
2431;;;;;;;;;;;;;;;;;;;;;;
2432;;;;;;;;;;;;;;;;;;;;;;
2433;;;;;;;;;;;;;;;;;;;;;;
2434;;;;;;;;;;;;;;;;;;;;;;
2435;;;;;;;;;;;;;;;;;;;;;;
2436;;;;;;;;;;;;;;;;;;;;;;
2437;;;;;;;;;;;;;;;;;;;;;;
2438;;;;;;;;;;;;;;;;;;;;;;
2439;;;;;;;;;;;;;;;;;;;;;;
2440;;;;;;;;;;;;;;;;;;;;;;
2441;;;;;;;;;;;;;;;;;;;;;;
2442;;;;;;;;;;;;;;;;;;;;;;
2443;;;;;;;;;;;;;;;;;;;;;;
2444;;;;;;;;;;;;;;;;;;;;;;
2445;;;;;;;;;;;;;;;;;;;;;;
2446;;;;;;;;;;;;;;;;;;;;;;
2447;;;;;;;;;;;;;;;;;;;;;;
2448;;;;;;;;;;;;;;;;;;;;;;
2449;;;;;;;;;;;;;;;;;;;;;;
2450;;;;;;;;;;;;;;;;;;;;;;
2451;;;;;;;;;;;;;;;;;;;;;;
2452;;;;;;;;;;;;;;;;;;;;;;
2453;;;;;;;;;;;;;;;;;;;;;;
2454;;;;;;;;;;;;;;;;;;;;;;
2455;;;;;;;;;;;;;;;;;;;;;;
2456;;;;;;;;;;;;;;;;;;;;;;
2457;;;;;;;;;;;;;;;;;;;;;;
2458;;;;;;;;;;;;;;;;;;;;;;
2459;;;;;;;;;;;;;;;;;;;;;;
2460;;;;;;;;;;;;;;;;;;;;;;
2461;;;;;;;;;;;;;;;;;;;;;;
2462;;;;;;;;;;;;;;;;;;;;;;
2463;;;;;;;;;;;;;;;;;;;;;;
2464;;;;;;;;;;;;;;;;;;;;;;
2465;;;;;;;;;;;;;;;;;;;;;;
2466;;;;;;;;;;;;;;;;;;;;;;
2467;;;;;;;;;;;;;;;;;;;;;;
2468;;;;;;;;;;;;;;;;;;;;;;
2469;;;;;;;;;;;;;;;;;;;;;;
2470;;;;;;;;;;;;;;;;;;;;;;
2471;;;;;;;;;;;;;;;;;;;;;;
2472;;;;;;;;;;;;;;;;;;;;;;
2473;;;;;;;;;;;;;;;;;;;;;;
2474;;;;;;;;;;;;;;;;;;;;;;
2475;;;;;;;;;;;;;;;;;;;;;;
2476;;;;;;;;;;;;;;;;;;;;;;
2477;;;;;;;;;;;;;;;;;;;;;;
2478;;;;;;;;;;;;;;;;;;;;;;
2479;;;;;;;;;;;;;;;;;;;;;;
2480;;;;;;;;;;;;;;;;;;;;;;
2481;;;;;;;;;;;;;;;;;;;;;;
2482;;;;;;;;;;;;;;;;;;;;;;
2483;;;;;;;;;;;;;;;;;;;;;;
2484;;;;;;;;;;;;;;;;;;;;;;
2485;;;;;;;;;;;;;;;;;;;;;;
2486;;;;;;;;;;;;;;;;;;;;;;
2487;;;;;;;;;;;;;;;;;;;;;;
2488;;;;;;;;;;;;;;;;;;;;;;
2489;;;;;;;;;;;;;;;;;;;;;;
2490;;;;;;;;;;;;;;;;;;;;;;
2491;;;;;;;;;;;;;;;;;;;;;;
2492;;;;;;;;;;;;;;;;;;;;;;
2493;;;;;;;;;;;;;;;;;;;;;;
2494;;;;;;;;;;;;;;;;;;;;;;
2495;;;;;;;;;;;;;;;;;;;;;;
2496;;;;;;;;;;;;;;;;;;;;;;
2497;;;;;;;;;;;;;;;;;;;;;;
2498;;;;;;;;;;;;;;;;;;;;;;
2499;;;;;;;;;;;;;;;;;;;;;;
2500;;;;;;;;;;;;;;;;;;;;;;
2501;;;;;;;;;;;;;;;;;;;;;;
2502;;;;;;;;;;;;;;;;;;;;;;
2503;;;;;;;;;;;;;;;;;;;;;;
2504;;;;;;;;;;;;;;;;;;;;;;
2505;;;;;;;;;;;;;;;;;;;;;;
2506;;;;;;;;;;;;;;;;;;;;;;
2507;;;;;;;;;;;;;;;;;;;;;;
2508;;;;;;;;;;;;;;;;;;;;;;
2509;;;;;;;;;;;;;;;;;;;;;;
2595;;;;;;;;;;;;;;;;;;;;;;
2596;;;;;;;;;;;;;;;;;;;;;;
2626;;;;;;;;;;;;;;;;;;;;;;
2627;;;;;;;;;;;;;;;;;;;;;;
2654;;;;;;;;;;;;;;;;;;;;;;
2655;;;;;;;;;;;;;;;;;;;;;;
2656;;;;;;;;;;;;;;;;;;;;;;
2657;;;;;;;;;;;;;;;;;;;;;;
2658;;;;;;;;;;;;;;;;;;;;;;
2659;;;;;;;;;;;;;;;;;;;;;;
2660;;;;;;;;;;;;;;;;;;;;;;
2661;;;;;;;;;;;;;;;;;;;;;;
2662;;;;;;;;;;;;;;;;;;;;;;
2663;;;;;;;;;;;;;;;;;;;;;;
2664;;;;;;;;;;;;;;;;;;;;;;
2665;;;;;;;;;;;;;;;;;;;;;;
2666;;;;;;;;;;;;;;;;;;;;;;
2667;;;;;;;;;;;;;;;;;;;;;;
2669;;;;;;;;;;;;;;;;;;;;;;
2670;;;;;;;;;;;;;;;;;;;;;;
2671;;;;;;;;;;;;;;;;;;;;;;
2672;;;;;;;;;;;;;;;;;;;;;;
2673;;;;;;;;;;;;;;;;;;;;;;
2674;;;;;;;;;;;;;;;;;;;;;;
2675;;;;;;;;;;;;;;;;;;;;;;
2676;;;;;;;;;;;;;;;;;;;;;;
2677;;;;;;;;;;;;;;;;;;;;;;
